# Torpedo AUV simulation export
# L = 1.6
# diam = 0.19
# massa = 31.029384975800244
# Cd = 0.42
# r44 = 0.3
# T_surge = 20
# T_sway = 20
# T_heave = 20
# zeta_roll = 0.3
# zeta_pitch = 0.8
# T_yaw = 1
# K_nomoto = 0.25
# T_nomoto = 1
# wn_d = 0.1
# zeta_d = 1
# r_max = 0.08726646259971647
# lam = 0.1
# phi_b = 0.1
# K_d = 0.5
# K_sigma = 0.05
# wn_d_z = 0.02
# Kp_z = 0.1
# T_z = 100.0
# Kp_theta = 5.0
# Kd_theta = 2.0
# Ki_theta = 0.3
# K_w = 5.0
# ref_z = 30.0
# ref_psi = 45.0
# ref_n = 1525
# V_c = 0.0
# beta_c = 0.0
# fin_CL = [0.5, 0.5, 0.7, 0.7]
# fin_area = [0.00665, 0.00665, 0.00665, 0.00665]
# thruster_nMax = 1525
# current_model_type = GaussMarkovCurrent
#
t_s,x_north_m,y_east_m,z_depth_m,phi_rad,theta_rad,psi_rad,u_ms,v_ms,w_ms,p_rads,q_rads,r_rads,delta_r_top_rad,delta_r_bottom_rad,delta_s_star_rad,delta_s_port_rad,n_cmd_rpm,delta_r_top_actual_rad,delta_r_bottom_actual_rad,delta_s_star_actual_rad,delta_s_port_actual_rad,n_actual_rpm
1.2600,1.65138,-0.000866967,0.0894036,0.0172888,-0.0661631,-0.00114764,2.28183,7.39267e-05,-0.00123853,0.00496657,-0.0198885,0.00133182,0.00397688,-0.00397688,0.0380656,-0.0380656,1525,0.00567706,-0.00567706,0.0705104,-0.0705104,1525
1.2800,1.69725,-0.000918463,0.0924188,0.0174273,-0.066509,-0.00112471,2.29859,3.6462e-05,-0.00121643,0.00700018,-0.0172743,0.00144257,0.00361381,-0.00361381,0.0300428,-0.0300428,1525,0.00533702,-0.00533702,0.0640215,-0.0640215,1525
1.3000,1.74345,-0.000970159,0.0954723,0.0175987,-0.0668075,-0.00109896,2.31499,-7.31956e-06,-0.00117823,0.00865595,-0.0148977,0.00154447,0.00329067,-0.00329067,0.022195,-0.022195,1525,0.00499238,-0.00499238,0.0572257,-0.0572257,1525
1.3200,1.78997,-0.00102202,0.098562,0.0177956,-0.0670635,-0.00107066,2.33104,-5.70973e-05,-0.00113079,0.0099391,-0.0127723,0.00163697,0.00301053,-0.00301053,0.0146069,-0.0146069,1525,0.00465204,-0.00465204,0.0502196,-0.0502196,1525
1.3400,1.83679,-0.00107403,0.101685,0.0180107,-0.0672811,-0.00104002,2.34653,-0.00011258,-0.00107755,0.0108597,-0.0108538,0.00172203,0.00276429,-0.00276429,0.00722661,-0.00722661,1525,0.00432373,-0.00432373,0.043097,-0.043097,1525
1.3600,1.88392,-0.00112614,0.10484,0.0182372,-0.0674647,-0.00100725,2.36146,-0.000173357,-0.00102386,0.0114351,-0.00914953,0.00179972,0.00255196,-0.00255196,0.000115642,-0.000115642,1525,0.00401184,-0.00401184,0.035923,-0.035923,1525
1.3800,1.93133,-0.00117832,0.108024,0.0184686,-0.0676197,-0.000972633,2.37609,-0.000238996,-0.000977692,0.0116865,-0.00771798,0.00186804,0.00238367,-0.00238367,-0.00654328,0.00654328,1525,0.00371987,-0.00371987,0.0287615,-0.0287615,1525
1.4000,1.97903,-0.00123054,0.111235,0.0186989,-0.0677508,-0.000936384,2.39024,-0.000309051,-0.000942732,0.0116365,-0.00652007,0.00192908,0.00224965,-0.00224965,-0.0127877,0.0127877,1525,0.00345263,-0.00345263,0.0217005,-0.0217005,1525
1.4200,2.02699,-0.00128277,0.114471,0.0189226,-0.0678621,-0.000898674,2.40368,-0.000383023,-0.00092262,0.0113124,-0.00552536,0.00198481,0.00214074,-0.00214074,-0.0186412,0.0186412,1525,0.00321203,-0.00321203,0.0148029,-0.0148029,1525
1.4400,2.07521,-0.00133496,0.11773,0.0191348,-0.0679577,-0.00085968,2.41646,-0.000460464,-0.000922199,0.0107455,-0.00474516,0.0020354,0.00205637,-0.00205637,-0.0240368,0.0240368,1525,0.00299777,-0.00299777,0.00811407,-0.00811407,1525
