# Torpedo AUV simulation export
# L = 1.6
# diam = 0.19
# massa = 31.029384975800244
# Cd = 0.42
# r44 = 0.3
# T_surge = 20
# T_sway = 20
# T_heave = 20
# zeta_roll = 0.3
# zeta_pitch = 0.8
# T_yaw = 1
# K_nomoto = 0.25
# T_nomoto = 1
# wn_d = 0.1
# zeta_d = 1
# r_max = 0.08726646259971647
# lam = 0.1
# phi_b = 0.1
# K_d = 0.5
# K_sigma = 0.05
# wn_d_z = 0.02
# Kp_z = 0.1
# T_z = 100.0
# Kp_theta = 5.0
# Kd_theta = 2.0
# Ki_theta = 0.3
# K_w = 5.0
# ref_z = 30.0
# ref_psi = 45.0
# ref_n = 1525
# V_c = 0.0
# beta_c = 0.0
# fin_CL = [0.5, 0.5, 0.7, 0.7]
# fin_area = [0.00665, 0.00665, 0.00665, 0.00665]
# thruster_nMax = 1525
# current_model_type = ConstantCurrent
#
t_s,x_north_m,y_east_m,z_depth_m,phi_rad,theta_rad,psi_rad,u_ms,v_ms,w_ms,p_rads,q_rads,r_rads,delta_r_top_rad,delta_r_bottom_rad,delta_s_star_rad,delta_s_port_rad,n_cmd_rpm,delta_r_top_actual_rad,delta_r_bottom_actual_rad,delta_s_star_actual_rad,delta_s_port_actual_rad,n_actual_rpm
1.0400,1.03135,-0.000205922,0.0216108,0.0211493,-0.0438747,-0.000892076,1.89413,-0.000598279,-0.0130548,-0.037554,-0.0287968,0.000585685,0.00500812,-0.00500812,0.0325639,-0.0325639,1525,0.00508958,-0.00508958,0.0625981,-0.0625981,1524.99
1.0600,1.06964,-0.000245979,0.0230323,0.020498,-0.04441,-0.000889665,1.91582,-0.000569131,-0.0129593,-0.0325557,-0.026755,0.000686391,0.00470307,-0.00470307,0.0253529,-0.0253529,1525,0.00507329,-0.00507329,0.0565912,-0.0565912,1524.99
1.0800,1.10835,-0.000286027,0.024495,0.0199463,-0.0449078,-0.000884026,1.93686,-0.000544042,-0.0128556,-0.0275744,-0.0248815,0.000791841,0.0043721,-0.0043721,0.0182695,-0.0182695,1525,0.00499924,-0.00499924,0.0503436,-0.0503436,1524.99
1.1000,1.14747,-0.000325992,0.0259974,0.0194923,-0.045372,-0.000875277,1.95725,-0.00052361,-0.0127495,-0.0226822,-0.0231937,0.000899776,0.00402624,-0.00402624,0.0113947,-0.0113947,1525,0.00487381,-0.00487381,0.0439288,-0.0439288,1524.99
1.1200,1.18698,-0.00036581,0.027538,0.0191328,-0.0458064,-0.000863569,1.97703,-0.00050831,-0.0126468,-0.0179445,-0.0217057,0.00100807,0.00367595,-0.00367595,0.00480435,-0.00480435,1525,0.0047043,-0.0047043,0.0374219,-0.0374219,1524.99
1.1400,1.22687,-0.000405425,0.0291152,0.0188638,-0.0462153,-0.000849078,1.99619,-0.000498497,-0.0125528,-0.0134197,-0.0204283,0.00111478,0.00333078,-0.00333078,-0.00143209,0.00143209,1525,0.00449863,-0.00449863,0.0308984,-0.0308984,1525
1.1600,1.26713,-0.000444793,0.0307275,0.0186798,-0.0466031,-0.000832007,2.01476,-0.00049442,-0.012473,-0.00915841,-0.0193687,0.00121823,0.00299918,-0.00299918,-0.0072529,0.0072529,1525,0.00426506,-0.00426506,0.0244323,-0.0244323,1525
1.1800,1.30776,-0.000483878,0.0323733,0.0185749,-0.0469741,-0.000812573,2.03275,-0.00049623,-0.0124122,-0.00520355,-0.0185305,0.00131699,0.00268826,-0.00268826,-0.0126051,0.0126051,1525,0.00401188,-0.00401188,0.0180953,-0.0180953,1525
1.2000,1.34873,-0.00052265,0.0340514,0.018542,-0.0473329,-0.000791009,2.05019,-0.00050399,-0.0123749,-0.00159016,-0.0179136,0.00140997,0.00240375,-0.00240375,-0.0174452,0.0174452,1525,0.00374716,-0.00374716,0.0119552,-0.0119552,1525
1.2200,1.39003,-0.000561091,0.0357603,0.018574,-0.0476836,-0.000767556,2.06708,-0.000517689,-0.0123651,0.00165452,-0.0175142,0.00149634,0.00214994,-0.00214994,-0.02174,0.02174,1525,0.00347848,-0.00347848,0.00607513,-0.00607513,1525
